kind,idx,us,extra
rollover,1491,6,
rollover,1492,6,
rollover,1493,7,
rollover,1494,7,
rollover,1495,16,
rollover,1496,19,
rollover,1497,9,
rollover,1498,5,
rollover,1499,6,
rollover,1500,6,
rollover,1501,7,
rollover,1502,7,
rollover,1503,6,
rollover,1504,6,
rollover,1505,3,
rollover,1506,8,
rollover,1507,6,
rollover,1508,14,
rollover,1509,9,
rollover,1510,11,
rollover,1511,8,
rollover,1512,7,
rollover,1513,12,
rollover,1514,9,
rollover,1515,15,
rollover,1516,11,
rollover,1517,15,
rollover,1518,14,
rollover,1519,17,
rollover,1520,15,
rollover,1521,11,
rollover,1522,8,
rollover,1523,7,
rollover,1524,8,
rollover,1525,12,
rollover,1526,13,
rollover,1527,20,
rollover,1528,6,
rollover,1529,6,
rollover,1530,6,
rollover,1531,11,
rollover,1532,6,
rollover,1533,5,
rollover,1534,4,
rollover,1535,8,
rollover,1536,7,
rollover,1537,20,
rollover,1538,6,
rollover,1539,9,
rollover,1540,6,
rollover,1541,6,
rollover,1542,7,
rollover,1543,6,
rollover,1544,9,
rollover,1545,11,
rollover,1546,16,
rollover,1547,10,
rollover,1548,6,
rollover,1549,7,
rollover,1550,7,
rollover,1551,6,
rollover,1552,10,
rollover,1553,15,
rollover,1554,14,
rollover,1555,7,
rollover,1556,8,
rollover,1557,6,
rollover,1558,18,
rollover,1559,6,
rollover,1560,12,
rollover,1561,10,
rollover,1562,18,
rollover,1563,5,
rollover,1564,3,
rollover,1565,13,
rollover,1566,7,
rollover,1567,5,
rollover,1568,6,
rollover,1569,8,
rollover,1570,7,
rollover,1571,5,
rollover,1572,8,
rollover,1573,14,
rollover,1574,7,
rollover,1575,8,
rollover,1576,7,
rollover,1577,7,
rollover,1578,7,
rollover,1579,6,
rollover,1580,7,
rollover,1581,8,
rollover,1582,18,
rollover,1583,7,
rollover,1584,9,
rollover,1585,5,
rollover,1586,21,
rollover,1587,7,
rollover,1588,12,
rollover,1589,23,
rollover,1590,7,
rollover,1591,18,
rollover,1592,6,
rollover,1593,3,
rollover,1594,16,
rollover,1595,7,
rollover,1596,11,
rollover,1597,16,
rollover,1598,6,
rollover,1599,4,
rollover,1600,6,
rollover,1601,24,
rollover,1602,9,
rollover,1603,12,
rollover,1604,22,
rollover,1605,7,
rollover,1606,9,
rollover,1607,6,
rollover,1608,9,
rollover,1609,19,
rollover,1610,7,
rollover,1611,7,
rollover,1612,5,
rollover,1613,6,
rollover,1614,7,
rollover,1615,12,
rollover,1616,7,
rollover,1617,9,
rollover,1618,8,
rollover,1619,7,
rollover,1620,14,
rollover,1621,21,
rollover,1622,6,
rollover,1623,6,
rollover,1624,7,
rollover,1625,7,
rollover,1626,7,
rollover,1627,14,
rollover,1628,18,
rollover,1629,21,
rollover,1630,16,
rollover,1631,8,
rollover,1632,6,
rollover,1633,7,
rollover,1634,8,
rollover,1635,14,
rollover,1636,20,
rollover,1637,7,
rollover,1638,6,
rollover,1639,11,
rollover,1640,8,
rollover,1641,8,
rollover,1642,23,
rollover,1643,5,
rollover,1644,3,
rollover,1645,7,
rollover,1646,11,
rollover,1647,6,
rollover,1648,6,
rollover,1649,4,
rollover,1650,20,
rollover,1651,7,
rollover,1652,3,
rollover,1653,6,
rollover,1654,7,
rollover,1655,15,
rollover,1656,7,
rollover,1657,8,
rollover,1658,8,
rollover,1659,7,
rollover,1660,6,
rollover,1661,17,
rollover,1662,8,
rollover,1663,7,
rollover,1664,14,
rollover,1665,7,
rollover,1666,7,
rollover,1667,9,
rollover,1668,6,
rollover,1669,6,
rollover,1670,9,
rollover,1671,8,
rollover,1672,6,
rollover,1673,24,
rollover,1674,13,
rollover,1675,10,
rollover,1676,6,
rollover,1677,22,
rollover,1678,7,
rollover,1679,3,
rollover,1680,7,
rollover,1681,6,
rollover,1682,7,
rollover,1683,6,
rollover,1684,12,
rollover,1685,5,
rollover,1686,8,
rollover,1687,3,
rollover,1688,7,
rollover,1689,6,
rollover,1690,19,
rollover,1691,10,
rollover,1692,6,
rollover,1693,7,
rollover,1694,7,
rollover,1695,4,
rollover,1696,15,
rollover,1697,17,
rollover,1698,14,
rollover,1699,22,
rollover,1700,7,
rollover,1701,7,
rollover,1702,6,
rollover,1703,7,
rollover,1704,18,
rollover,1705,10,
rollover,1706,11,
rollover,1707,8,
rollover,1708,6,
rollover,1709,18,
rollover,1710,6,
rollover,1711,22,
rollover,1712,6,
rollover,1713,5,
rollover,1714,7,
rollover,1715,7,
rollover,1716,6,
rollover,1717,7,
rollover,1718,7,
rollover,1719,9,
rollover,1720,7,
rollover,1721,21,
rollover,1722,7,
rollover,1723,7,
rollover,1724,10,
rollover,1725,7,
rollover,1726,13,
rollover,1727,7,
rollover,1728,7,
rollover,1729,6,
rollover,1730,7,
rollover,1731,6,
rollover,1732,8,
rollover,1733,6,
rollover,1734,8,
rollover,1735,6,
rollover,1736,7,
rollover,1737,13,
rollover,1738,21,
rollover,1739,21,
rollover,1740,21,
rollover,1741,7,
rollover,1742,6,
rollover,1743,9,
rollover,1744,9,
rollover,1745,7,
rollover,1746,6,
rollover,1747,10,
rollover,1748,6,
rollover,1749,7,
rollover,1750,19,
rollover,1751,8,
rollover,1752,16,
rollover,1753,7,
rollover,1754,7,
rollover,1755,12,
rollover,1756,6,
rollover,1757,5,
rollover,1758,14,
rollover,1759,6,
rollover,1760,13,
rollover,1761,24,
rollover,1762,7,
rollover,1763,7,
rollover,1764,6,
rollover,1765,7,
rollover,1766,6,
rollover,1767,7,
rollover,1768,5,
rollover,1769,7,
rollover,1770,7,
rollover,1771,7,
rollover,1772,6,
rollover,1773,22,
rollover,1774,7,
rollover,1775,11,
rollover,1776,27,
rollover,1777,3,
rollover,1778,6,
rollover,1779,25,
rollover,1780,12,
rollover,1781,22,
rollover,1782,10,
rollover,1783,7,
rollover,1784,7,
rollover,1785,11,
rollover,1786,8,
rollover,1787,6,
rollover,1788,17,
rollover,1789,8,
rollover,1790,7,
rollover,1791,6,
rollover,1792,7,
rollover,1793,8,
rollover,1794,12,
rollover,1795,19,
rollover,1796,13,
rollover,1797,11,
rollover,1798,8,
rollover,1799,7,
rollover,1800,21,
rollover,1801,13,
rollover,1802,11,
rollover,1803,8,
rollover,1804,7,
rollover,1805,13,
rollover,1806,7,
rollover,1807,13,
rollover,1808,11,
rollover,1809,20,
rollover,1810,9,
rollover,1811,7,
rollover,1812,12,
rollover,1813,8,
rollover,1814,14,
rollover,1815,7,
rollover,1816,5,
rollover,1817,7,
rollover,1818,10,
rollover,1819,6,
rollover,1820,7,
rollover,1821,16,
rollover,1822,7,
rollover,1823,6,
rollover,1824,5,
rollover,1825,20,
rollover,1826,6,
rollover,1827,8,
rollover,1828,29,
rollover,1829,8,
rollover,1830,6,
rollover,1831,22,
rollover,1832,29,
rollover,1833,9,
rollover,1834,6,
rollover,1835,7,
rollover,1836,7,
rollover,1837,36,
rollover,1838,12,
rollover,1839,32,
rollover,1840,7,
rollover,1841,9,
rollover,1842,7,
rollover,1843,6,
rollover,1844,7,
rollover,1845,7,
rollover,1846,6,
rollover,1847,6,
rollover,1848,7,
rollover,1849,7,
rollover,1850,7,
rollover,1851,10,
rollover,1852,6,
rollover,1853,6,
rollover,1854,6,
rollover,1855,7,
rollover,1856,8,
rollover,1857,7,
rollover,1858,6,
rollover,1859,21,
rollover,1860,7,
rollover,1861,15,
rollover,1862,6,
rollover,1863,7,
rollover,1864,4,
rollover,1865,8,
rollover,1866,8,
rollover,1867,20,
rollover,1868,6,
rollover,1869,6,
rollover,1870,6,
rollover,1871,7,
rollover,1872,9,
rollover,1873,20,
rollover,1874,12,
rollover,1875,7,
rollover,1876,54,
rollover,1877,8,
rollover,1878,9,
rollover,1879,6,
rollover,1880,6,
rollover,1881,7,
rollover,1882,7,
rollover,1883,7,
rollover,1884,6,
rollover,1885,12,
rollover,1886,8,
rollover,1887,15,
rollover,1888,5,
rollover,1889,7,
rollover,1890,6,
rollover,1891,15,
rollover,1892,8,
rollover,1893,13,
rollover,1894,12,
rollover,1895,5,
rollover,1896,7,
rollover,1897,6,
rollover,1898,14,
rollover,1899,19,
rollover,1900,10,
rollover,1901,6,
rollover,1902,7,
rollover,1903,8,
rollover,1904,5,
rollover,1905,7,
rollover,1906,15,
rollover,1907,15,
rollover,1908,14,
rollover,1909,11,
rollover,1910,17,
rollover,1911,13,
rollover,1912,14,
rollover,1913,14,
rollover,1914,14,
rollover,1915,16,
rollover,1916,16,
rollover,1917,8,
rollover,1918,10,
rollover,1919,7,
rollover,1920,7,
rollover,1921,7,
rollover,1922,10,
rollover,1923,10,
rollover,1924,6,
rollover,1925,7,
rollover,1926,5,
rollover,1927,7,
rollover,1928,12,
rollover,1929,9,
rollover,1930,19,
rollover,1931,7,
rollover,1932,7,
rollover,1933,7,
rollover,1934,6,
rollover,1935,7,
rollover,1936,21,
rollover,1937,7,
rollover,1938,6,
rollover,1939,6,
rollover,1940,5,
rollover,1941,9,
rollover,1942,19,
rollover,1943,5,
rollover,1944,19,
rollover,1945,11,
rollover,1946,21,
rollover,1947,6,
rollover,1948,5,
rollover,1949,9,
rollover,1950,19,
rollover,1951,8,
rollover,1952,6,
rollover,1953,18,
rollover,1954,22,
rollover,1955,6,
rollover,1956,6,
rollover,1957,7,
rollover,1958,14,
rollover,1959,7,
rollover,1960,7,
rollover,1961,7,
rollover,1962,6,
rollover,1963,7,
rollover,1964,8,
rollover,1965,8,
rollover,1966,4,
rollover,1967,26,
rollover,1968,21,
rollover,1969,8,
rollover,1970,6,
rollover,1971,16,
rollover,1972,6,
rollover,1973,7,
rollover,1974,12,
rollover,1975,8,
rollover,1976,6,
rollover,1977,6,
rollover,1978,13,
rollover,1979,6,
rollover,1980,21,
rollover,1981,22,
rollover,1982,9,
rollover,1983,5,
rollover,1984,9,
rollover,1985,8,
rollover,1986,9,
rollover,1987,7,
rollover,1988,6,
rollover,1989,22,
rollover,1990,5,
rollover,1991,7,
rollover,1992,8,
rollover,1993,8,
rollover,1994,7,
rollover,1995,8,
rollover,1996,8,
rollover,1997,7,
rollover,1998,7,
rollover,1999,7,
rollover,2000,9,
rollover,2001,11,
rollover,2002,6,
rollover,2003,6,
rollover,2004,5,
rollover,2005,5,
rollover,2006,8,
rollover,2007,9,
rollover,2008,23,
rollover,2009,19,
rollover,2010,29,
rollover,2011,6,
rollover,2012,8,
rollover,2013,7,
rollover,2014,16,
rollover,2015,7,
rollover,2016,19,
rollover,2017,7,
rollover,2018,6,
rollover,2019,7,
rollover,2020,24,
rollover,2021,6,
rollover,2022,5,
rollover,2023,7,
rollover,2024,25,
rollover,2025,7,
rollover,2026,9,
rollover,2027,12,
rollover,2028,19,
rollover,2029,14,
rollover,2030,7,
rollover,2031,6,
rollover,2032,6,
rollover,2033,20,
rollover,2034,7,
rollover,2035,8,
rollover,2036,7,
rollover,2037,23,
rollover,2038,7,
rollover,2039,8,
rollover,2040,13,
rollover,2041,7,
rollover,2042,10,
rollover,2043,22,
rollover,2044,6,
rollover,2045,7,
rollover,2046,11,
rollover,2047,8,
rollover,2048,14,
rollover,2049,7,
rollover,2050,16,
rollover,2051,7,
rollover,2052,6,
rollover,2053,25,
rollover,2054,16,
rollover,2055,7,
rollover,2056,7,
rollover,2057,5,
rollover,2058,8,
rollover,2059,7,
rollover,2060,8,
rollover,2061,7,
rollover,2062,6,
rollover,2063,13,
rollover,2064,28,
rollover,2065,6,
rollover,2066,8,
rollover,2067,5,
rollover,2068,26,
rollover,2069,13,
rollover,2070,12,
rollover,2071,14,
rollover,2072,9,
rollover,2073,7,
rollover,2074,9,
rollover,2075,21,
rollover,2076,14,
rollover,2077,21,
rollover,2078,18,
rollover,2079,9,
rollover,2080,6,
rollover,2081,7,
rollover,2082,13,
rollover,2083,21,
rollover,2084,7,
rollover,2085,6,
rollover,2086,6,
rollover,2087,7,
rollover,2088,7,
rollover,2089,7,
rollover,2090,4,
rollover,2091,7,
rollover,2092,21,
rollover,2093,6,
rollover,2094,6,
rollover,2095,8,
rollover,2096,10,
rollover,2097,22,
rollover,2098,20,
rollover,2099,6,
rollover,2100,6,
rollover,2101,10,
rollover,2102,20,
rollover,2103,6,
rollover,2104,22,
rollover,2105,30,
rollover,2106,6,
rollover,2107,9,
rollover,2108,7,
rollover,2109,24,
rollover,2110,6,
rollover,2111,6,
rollover,2112,21,
rollover,2113,6,
rollover,2114,11,
rollover,2115,10,
rollover,2116,15,
rollover,2117,21,
rollover,2118,13,
rollover,2119,7,
rollover,2120,6,
rollover,2121,6,
rollover,2122,8,
rollover,2123,20,
rollover,2124,18,
rollover,2125,7,
rollover,2126,8,
rollover,2127,6,
rollover,2128,6,
rollover,2129,22,
rollover,2130,8,
rollover,2131,20,
rollover,2132,7,
rollover,2133,7,
rollover,2134,7,
rollover,2135,6,
rollover,2136,6,
rollover,2137,8,
rollover,2138,9,
rollover,2139,10,
rollover,2140,6,
rollover,2141,7,
rollover,2142,7,
rollover,2143,26,
rollover,2144,7,
rollover,2145,11,
rollover,2146,8,
rollover,2147,7,
rollover,2148,7,
rollover,2149,5,
rollover,2150,20,
rollover,2151,17,
rollover,2152,7,
rollover,2153,9,
rollover,2154,6,
rollover,2155,6,
rollover,2156,6,
rollover,2157,10,
rollover,2158,22,
rollover,2159,22,
rollover,2160,21,
rollover,2161,8,
rollover,2162,13,
rollover,2163,6,
rollover,2164,7,
rollover,2165,18,
rollover,2166,14,
rollover,2167,15,
rollover,2168,22,
rollover,2169,7,
rollover,2170,6,
rollover,2171,8,
rollover,2172,5,
rollover,2173,7,
rollover,2174,9,
rollover,2175,12,
rollover,2176,7,
rollover,2177,7,
rollover,2178,7,
rollover,2179,20,
rollover,2180,19,
rollover,2181,22,
rollover,2182,10,
rollover,2183,6,
rollover,2184,6,
rollover,2185,9,
rollover,2186,12,
rollover,2187,17,
rollover,2188,8,
rollover,2189,6,
rollover,2190,6,
rollover,2191,6,
rollover,2192,7,
rollover,2193,14,
rollover,2194,6,
rollover,2195,10,
rollover,2196,7,
rollover,2197,13,
rollover,2198,23,
rollover,2199,14,
rollover,2200,16,
rollover,2201,7,
rollover,2202,16,
rollover,2203,6,
rollover,2204,17,
rollover,2205,7,
rollover,2206,7,
rollover,2207,7,
rollover,2208,8,
rollover,2209,6,
rollover,2210,5,
rollover,2211,5,
rollover,2212,6,
rollover,2213,5,
rollover,2214,6,
rollover,2215,5,
rollover,2216,6,
rollover,2217,7,
rollover,2218,6,
rollover,2219,6,
rollover,2220,19,
rollover,2221,9,
rollover,2222,20,
rollover,2223,6,
rollover,2224,7,
rollover,2225,6,
rollover,2226,8,
rollover,2227,7,
rollover,2228,13,
rollover,2229,20,
rollover,2230,6,
rollover,2231,13,
rollover,2232,7,
rollover,2233,10,
rollover,2234,7,
rollover,2235,8,
rollover,2236,6,
rollover,2237,7,
rollover,2238,7,
rollover,2239,6,
rollover,2240,7,
rollover,2241,20,
rollover,2242,6,
rollover,2243,7,
rollover,2244,6,
rollover,2245,5,
rollover,2246,8,
rollover,2247,9,
rollover,2248,8,
rollover,2249,10,
rollover,2250,5,
rollover,2251,21,
rollover,2252,21,
rollover,2253,7,
rollover,2254,12,
rollover,2255,14,
rollover,2256,13,
rollover,2257,6,
rollover,2258,18,
rollover,2259,19,
rollover,2260,7,
rollover,2261,7,
rollover,2262,23,
rollover,2263,44,
rollover,2264,7,
rollover,2265,7,
rollover,2266,7,
rollover,2267,10,
rollover,2268,7,
rollover,2269,16,
rollover,2270,11,
rollover,2271,20,
rollover,2272,16,
rollover,2273,18,
rollover,2274,7,
rollover,2275,5,
rollover,2276,7,
rollover,2277,5,
rollover,2278,5,
rollover,2279,12,
rollover,2280,7,
rollover,2281,5,
rollover,2282,5,
rollover,2283,7,
rollover,2284,20,
rollover,2285,16,
rollover,2286,7,
rollover,2287,7,
rollover,2288,6,
rollover,2289,8,
rollover,2290,7,
rollover,2291,21,
rollover,2292,7,
rollover,2293,6,
rollover,2294,5,
rollover,2295,6,
rollover,2296,6,
rollover,2297,7,
rollover,2298,22,
rollover,2299,6,
rollover,2300,7,
rollover,2301,6,
rollover,2302,6,
rollover,2303,8,
rollover,2304,14,
rollover,2305,7,
rollover,2306,6,
rollover,2307,6,
rollover,2308,4,
rollover,2309,6,
rollover,2310,6,
rollover,2311,8,
rollover,2312,21,
rollover,2313,10,
rollover,2314,21,
rollover,2315,8,
rollover,2316,5,
rollover,2317,3,
rollover,2318,7,
rollover,2319,9,
rollover,2320,14,
rollover,2321,13,
rollover,2322,21,
rollover,2323,6,
rollover,2324,7,
rollover,2325,8,
rollover,2326,6,
rollover,2327,22,
rollover,2328,21,
rollover,2329,7,
rollover,2330,7,
rollover,2331,4,
rollover,2332,9,
rollover,2333,21,
rollover,2334,6,
rollover,2335,6,
rollover,2336,9,
rollover,2337,7,
rollover,2338,7,
rollover,2339,7,
rollover,2340,22,
rollover,2341,22,
rollover,2342,7,
rollover,2343,24,
rollover,2344,6,
rollover,2345,6,
rollover,2346,6,
rollover,2347,10,
rollover,2348,6,
rollover,2349,23,
rollover,2350,19,
rollover,2351,6,
rollover,2352,6,
rollover,2353,19,
rollover,2354,8,
rollover,2355,15,
rollover,2356,21,
rollover,2357,5,
rollover,2358,6,
rollover,2359,6,
rollover,2360,6,
rollover,2361,7,
rollover,2362,20,
rollover,2363,16,
rollover,2364,4,
rollover,2365,7,
rollover,2366,25,
rollover,2367,7,
rollover,2368,13,
rollover,2369,13,
rollover,2370,5,
rollover,2371,7,
rollover,2372,7,
rollover,2373,7,
rollover,2374,15,
rollover,2375,6,
rollover,2376,6,
rollover,2377,8,
rollover,2378,6,
rollover,2379,7,
rollover,2380,7,
rollover,2381,8,
rollover,2382,10,
rollover,2383,20,
rollover,2384,7,
rollover,2385,6,
rollover,2386,5,
rollover,2387,15,
rollover,2388,21,
rollover,2389,22,
rollover,2390,14,
rollover,2391,9,
rollover,2392,9,
rollover,2393,13,
rollover,2394,14,
rollover,2395,8,
rollover,2396,7,
rollover,2397,8,
rollover,2398,6,
rollover,2399,6,
rollover,2400,20,
rollover,2401,20,
rollover,2402,7,
rollover,2403,8,
rollover,2404,5,
rollover,2405,6,
rollover,2406,7,
rollover,2407,41,
rollover,2408,7,
rollover,2409,6,
rollover,2410,22,
rollover,2411,6,
rollover,2412,4,
rollover,2413,7,
rollover,2414,32,
rollover,2415,6,
rollover,2416,11,
rollover,2417,8,
rollover,2418,10,
rollover,2419,5,
rollover,2420,19,
rollover,2421,7,
rollover,2422,10,
rollover,2423,7,
rollover,2424,10,
rollover,2425,6,
rollover,2426,3,
rollover,2427,9,
rollover,2428,19,
rollover,2429,16,
rollover,2430,20,
rollover,2431,6,
rollover,2432,7,
rollover,2433,6,
rollover,2434,5,
rollover,2435,17,
rollover,2436,7,
rollover,2437,7,
rollover,2438,28,
rollover,2439,21,
rollover,2440,6,
rollover,2441,7,
rollover,2442,6,
rollover,2443,9,
rollover,2444,20,
rollover,2445,9,
rollover,2446,22,
rollover,2447,4,
rollover,2448,6,
rollover,2449,21,
rollover,2450,9,
rollover,2451,8,
rollover,2452,6,
rollover,2453,9,
rollover,2454,14,
rollover,2455,6,
rollover,2456,7,
rollover,2457,18,
rollover,2458,32,
rollover,2459,8,
rollover,2460,6,
rollover,2461,10,
rollover,2462,6,
rollover,2463,21,
rollover,2464,7,
rollover,2465,12,
rollover,2466,22,
rollover,2467,7,
rollover,2468,21,
rollover,2469,6,
rollover,2470,7,
rollover,2471,20,
rollover,2472,12,
rollover,2473,12,
rollover,2474,8,
rollover,2475,7,
rollover,2476,7,
rollover,2477,7,
rollover,2478,13,
rollover,2479,7,
rollover,2480,11,
rollover,2481,21,
rollover,2482,9,
rollover,2483,8,
rollover,2484,16,
rollover,2485,7,
rollover,2486,7,
rollover,2487,8,
rollover,2488,18,
rollover,2489,4,
rollover,2490,5,
rollover,2491,6,
rollover,2492,7,
rollover,2493,17,
rollover,2494,19,
rollover,2495,6,
rollover,2496,5,
rollover,2497,6,
rollover,2498,15,
rollover,2499,7,
rollover,2500,5,
rollover,2501,20,
rollover,2502,6,
rollover,2503,6,
rollover,2504,6,
rollover,2505,9,
rollover,2506,12,
rollover,2507,6,
rollover,2508,21,
rollover,2509,6,
rollover,2510,6,
rollover,2511,7,
rollover,2512,26,
rollover,2513,7,
rollover,2514,13,
rollover,2515,7,
rollover,2516,9,
rollover,2517,6,
rollover,2518,7,
rollover,2519,6,
rollover,2520,19,
rollover,2521,7,
rollover,2522,26,
rollover,2523,6,
rollover,2524,7,
rollover,2525,5,
rollover,2526,19,
rollover,2527,5,
rollover,2528,22,
rollover,2529,5,
rollover,2530,6,
rollover,2531,15,
rollover,2532,7,
rollover,2533,22,
rollover,2534,7,
rollover,2535,7,
rollover,2536,5,
rollover,2537,6,
rollover,2538,7,
rollover,2539,21,
rollover,2540,7,
rollover,2541,14,
rollover,2542,11,
rollover,2543,6,
rollover,2544,6,
rollover,2545,6,
rollover,2546,6,
rollover,2547,20,
rollover,2548,7,
rollover,2549,11,
rollover,2550,7,
rollover,2551,6,
rollover,2552,13,
rollover,2553,5,
rollover,2554,24,
rollover,2555,23,
rollover,2556,6,
rollover,2557,20,
rollover,2558,6,
rollover,2559,8,
rollover,2560,7,
rollover,2561,18,
rollover,2562,7,
rollover,2563,6,
rollover,2564,5,
rollover,2565,7,
rollover,2566,6,
rollover,2567,11,
rollover,2568,5,
rollover,2569,20,
rollover,2570,7,
rollover,2571,7,
rollover,2572,5,
rollover,2573,7,
rollover,2574,7,
rollover,2575,7,
rollover,2576,8,
rollover,2577,22,
rollover,2578,7,
rollover,2579,6,
rollover,2580,5,
rollover,2581,5,
rollover,2582,10,
rollover,2583,20,
rollover,2584,7,
rollover,2585,9,
rollover,2586,8,
rollover,2587,6,
rollover,2588,6,
rollover,2589,8,
rollover,2590,7,
rollover,2591,6,
rollover,2592,7,
rollover,2593,7,
rollover,2594,7,
rollover,2595,22,
rollover,2596,6,
rollover,2597,6,
rollover,2598,6,
rollover,2599,6,
rollover,2600,4,
rollover,2601,18,
rollover,2602,6,
rollover,2603,14,
rollover,2604,6,
rollover,2605,7,
rollover,2606,7,
rollover,2607,7,
rollover,2608,12,
rollover,2609,7,
rollover,2610,14,
rollover,2611,18,
rollover,2612,7,
rollover,2613,6,
rollover,2614,6,
rollover,2615,23,
rollover,2616,24,
rollover,2617,8,
rollover,2618,20,
rollover,2619,11,
rollover,2620,6,
rollover,2621,6,
rollover,2622,5,
rollover,2623,14,
rollover,2624,17,
rollover,2625,6,
rollover,2626,5,
rollover,2627,3,
rollover,2628,7,
rollover,2629,7,
rollover,2630,5,
rollover,2631,10,
rollover,2632,23,
rollover,2633,8,
rollover,2634,4,
rollover,2635,19,
rollover,2636,18,
rollover,2637,5,
rollover,2638,11,
rollover,2639,24,
rollover,2640,6,
rollover,2641,6,
rollover,2642,19,
rollover,2643,19,
rollover,2644,6,
rollover,2645,6,
rollover,2646,18,
rollover,2647,6,
rollover,2648,6,
rollover,2649,23,
rollover,2650,15,
rollover,2651,17,
rollover,2652,20,
rollover,2653,6,
rollover,2654,6,
rollover,2655,6,
rollover,2656,24,
rollover,2657,19,
rollover,2658,8,
rollover,2659,6,
rollover,2660,7,
rollover,2661,19,
rollover,2662,7,
rollover,2663,7,
rollover,2664,19,
rollover,2665,5,
rollover,2666,8,
rollover,2667,7,
rollover,2668,41,
rollover,2669,20,
rollover,2670,7,
rollover,2671,8,
rollover,2672,9,
rollover,2673,7,
rollover,2674,7,
rollover,2675,15,
rollover,2676,11,
rollover,2677,7,
rollover,2678,15,
rollover,2679,7,
rollover,2680,7,
rollover,2681,7,
rollover,2682,4,
rollover,2683,7,
rollover,2684,22,
rollover,2685,7,
rollover,2686,14,
rollover,2687,17,
rollover,2688,8,
rollover,2689,5,
rollover,2690,7,
rollover,2691,32,
rollover,2692,7,
rollover,2693,8,
rollover,2694,6,
rollover,2695,5,
rollover,2696,11,
rollover,2697,6,
rollover,2698,19,
rollover,2699,6,
rollover,2700,17,
rollover,2701,13,
rollover,2702,9,
rollover,2703,7,
rollover,2704,7,
rollover,2705,9,
rollover,2706,20,
rollover,2707,5,
rollover,2708,4,
rollover,2709,15,
rollover,2710,5,
rollover,2711,6,
rollover,2712,7,
rollover,2713,12,
rollover,2714,8,
rollover,2715,7,
rollover,2716,9,
rollover,2717,7,
rollover,2718,7,
rollover,2719,3,
rollover,2720,13,
rollover,2721,12,
rollover,2722,24,
rollover,2723,7,
rollover,2724,6,
rollover,2725,7,
rollover,2726,6,
rollover,2727,7,
rollover,2728,25,
rollover,2729,26,
rollover,2730,14,
rollover,2731,7,
rollover,2732,8,
rollover,2733,5,
rollover,2734,6,
rollover,2735,5,
rollover,2736,7,
rollover,2737,18,
rollover,2738,15,
rollover,2739,6,
rollover,2740,10,
rollover,2741,11,
rollover,2742,17,
rollover,2743,11,
rollover,2744,7,
rollover,2745,22,
rollover,2746,6,
rollover,2747,5,
rollover,2748,7,
rollover,2749,9,
rollover,2750,10,
rollover,2751,20,
rollover,2752,22,
rollover,2753,6,
rollover,2754,6,
rollover,2755,4,
rollover,2756,6,
rollover,2757,8,
rollover,2758,8,
rollover,2759,7,
rollover,2760,8,
rollover,2761,6,
rollover,2762,7,
rollover,2763,10,
rollover,2764,4,
rollover,2765,7,
rollover,2766,3,
rollover,2767,9,
rollover,2768,23,
rollover,2769,7,
rollover,2770,13,
rollover,2771,6,
rollover,2772,6,
rollover,2773,20,
rollover,2774,21,
rollover,2775,10,
rollover,2776,7,
rollover,2777,14,
rollover,2778,7,
rollover,2779,5,
rollover,2780,5,
rollover,2781,6,
rollover,2782,11,
rollover,2783,6,
rollover,2784,36,
rollover,2785,25,
rollover,2786,6,
rollover,2787,6,
rollover,2788,10,
rollover,2789,8,
rollover,2790,7,
rollover,2791,16,
rollover,2792,6,
rollover,2793,6,
rollover,2794,10,
rollover,2795,41,
rollover,2796,13,
rollover,2797,6,
rollover,2798,7,
rollover,2799,8,
rollover,2800,7,
rollover,2801,6,
rollover,2802,7,
rollover,2803,7,
rollover,2804,15,
rollover,2805,7,
rollover,2806,7,
rollover,2807,5,
rollover,2808,6,
rollover,2809,20,
rollover,2810,27,
rollover,2811,9,
rollover,2812,9,
rollover,2813,19,
rollover,2814,6,
rollover,2815,9,
rollover,2816,6,
rollover,2817,21,
rollover,2818,13,
rollover,2819,22,
rollover,2820,11,
rollover,2821,6,
rollover,2822,7,
rollover,2823,7,
rollover,2824,6,
rollover,2825,22,
rollover,2826,26,
rollover,2827,19,
rollover,2828,5,
rollover,2829,6,
rollover,2830,11,
rollover,2831,7,
rollover,2832,41,
rollover,2833,8,
rollover,2834,24,
rollover,2835,8,
rollover,2836,6,
rollover,2837,6,
rollover,2838,7,
rollover,2839,8,
rollover,2840,7,
rollover,2841,32,
rollover,2842,8,
rollover,2843,8,
rollover,2844,16,
rollover,2845,16,
rollover,2846,7,
rollover,2847,16,
rollover,2848,8,
rollover,2849,6,
rollover,2850,6,
rollover,2851,10,
rollover,2852,14,
rollover,2853,8,
rollover,2854,7,
rollover,2855,6,
rollover,2856,13,
rollover,2857,13,
rollover,2858,9,
rollover,2859,13,
rollover,2860,8,
rollover,2861,7,
rollover,2862,8,
rollover,2863,10,
rollover,2864,12,
rollover,2865,7,
rollover,2866,7,
rollover,2867,7,
rollover,2868,7,
rollover,2869,7,
rollover,2870,6,
rollover,2871,12,
rollover,2872,12,
rollover,2873,6,
rollover,2874,7,
rollover,2875,12,
rollover,2876,20,
rollover,2877,7,
rollover,2878,4,
rollover,2879,21,
rollover,2880,8,
rollover,2881,6,
rollover,2882,4,
rollover,2883,6,
rollover,2884,10,
rollover,2885,7,
rollover,2886,7,
rollover,2887,7,
rollover,2888,7,
