kind,idx,us,extra
rollover,2889,7,
rollover,2890,5,
rollover,2891,7,
rollover,2892,22,
rollover,2893,6,
rollover,2894,6,
rollover,2895,6,
rollover,2896,7,
rollover,2897,7,
rollover,2898,13,
rollover,2899,7,
rollover,2900,7,
rollover,2901,30,
rollover,2902,6,
rollover,2903,9,
rollover,2904,6,
rollover,2905,7,
rollover,2906,21,
rollover,2907,20,
rollover,2908,7,
rollover,2909,11,
rollover,2910,8,
rollover,2911,7,
rollover,2912,23,
rollover,2913,7,
rollover,2914,22,
rollover,2915,7,
rollover,2916,7,
rollover,2917,6,
rollover,2918,17,
rollover,2919,7,
rollover,2920,5,
rollover,2921,9,
rollover,2922,8,
rollover,2923,9,
rollover,2924,13,
rollover,2925,13,
rollover,2926,25,
rollover,2927,6,
rollover,2928,10,
rollover,2929,6,
rollover,2930,9,
rollover,2931,6,
rollover,2932,6,
rollover,2933,8,
rollover,2934,7,
rollover,2935,7,
rollover,2936,7,
rollover,2937,7,
rollover,2938,7,
rollover,2939,9,
rollover,2940,21,
rollover,2941,20,
rollover,2942,9,
rollover,2943,8,
rollover,2944,6,
rollover,2945,7,
rollover,2946,7,
rollover,2947,21,
rollover,2948,22,
rollover,2949,11,
rollover,2950,7,
rollover,2951,7,
rollover,2952,5,
rollover,2953,8,
rollover,2954,19,
rollover,2955,14,
rollover,2956,25,
rollover,2957,7,
rollover,2958,4,
rollover,2959,8,
rollover,2960,10,
rollover,2961,7,
rollover,2962,12,
rollover,2963,12,
rollover,2964,7,
rollover,2965,6,
rollover,2966,20,
rollover,2967,15,
rollover,2968,7,
rollover,2969,20,
rollover,2970,20,
rollover,2971,7,
rollover,2972,5,
rollover,2973,33,
rollover,2974,5,
rollover,2975,8,
rollover,2976,20,
rollover,2977,7,
rollover,2978,6,
rollover,2979,6,
rollover,2980,7,
rollover,2981,19,
rollover,2982,6,
rollover,2983,7,
rollover,2984,21,
rollover,2985,8,
rollover,2986,6,
rollover,2987,7,
rollover,2988,13,
rollover,2989,18,
rollover,2990,7,
rollover,2991,6,
rollover,2992,15,
rollover,2993,3,
rollover,2994,6,
rollover,2995,7,
rollover,2996,24,
rollover,2997,19,
rollover,2998,9,
rollover,2999,23,
rollover,3000,6,
rollover,3001,5,
rollover,3002,8,
rollover,3003,25,
rollover,3004,21,
rollover,3005,21,
rollover,3006,14,
rollover,3007,28,
rollover,3008,7,
rollover,3009,6,
rollover,3010,11,
rollover,3011,7,
rollover,3012,15,
rollover,3013,12,
rollover,3014,7,
rollover,3015,6,
rollover,3016,6,
rollover,3017,22,
rollover,3018,20,
rollover,3019,5,
rollover,3020,9,
rollover,3021,3,
rollover,3022,5,
rollover,3023,7,
rollover,3024,8,
rollover,3025,10,
rollover,3026,7,
rollover,3027,16,
rollover,3028,6,
rollover,3029,5,
rollover,3030,14,
rollover,3031,7,
rollover,3032,7,
rollover,3033,8,
rollover,3034,14,
rollover,3035,7,
rollover,3036,7,
rollover,3037,22,
rollover,3038,7,
rollover,3039,20,
rollover,3040,12,
rollover,3041,6,
rollover,3042,7,
rollover,3043,8,
rollover,3044,6,
rollover,3045,33,
rollover,3046,6,
rollover,3047,7,
rollover,3048,5,
rollover,3049,6,
rollover,3050,6,
rollover,3051,7,
rollover,3052,14,
rollover,3053,8,
rollover,3054,10,
rollover,3055,6,
rollover,3056,8,
rollover,3057,7,
rollover,3058,7,
rollover,3059,6,
rollover,3060,22,
rollover,3061,7,
rollover,3062,7,
rollover,3063,3,
rollover,3064,7,
rollover,3065,7,
rollover,3066,17,
rollover,3067,7,
rollover,3068,9,
rollover,3069,6,
rollover,3070,6,
rollover,3071,7,
rollover,3072,6,
rollover,3073,7,
rollover,3074,18,
rollover,3075,4,
rollover,3076,29,
rollover,3077,6,
rollover,3078,6,
rollover,3079,23,
rollover,3080,20,
rollover,3081,22,
rollover,3082,5,
rollover,3083,27,
rollover,3084,7,
rollover,3085,9,
rollover,3086,7,
rollover,3087,6,
rollover,3088,6,
rollover,3089,21,
rollover,3090,6,
rollover,3091,6,
rollover,3092,6,
rollover,3093,6,
rollover,3094,14,
rollover,3095,7,
rollover,3096,6,
rollover,3097,9,
rollover,3098,6,
rollover,3099,7,
rollover,3100,7,
rollover,3101,5,
rollover,3102,7,
rollover,3103,17,
rollover,3104,6,
rollover,3105,6,
rollover,3106,21,
rollover,3107,22,
rollover,3108,9,
rollover,3109,23,
rollover,3110,5,
rollover,3111,8,
rollover,3112,7,
rollover,3113,7,
rollover,3114,7,
rollover,3115,7,
rollover,3116,7,
rollover,3117,18,
rollover,3118,21,
rollover,3119,7,
rollover,3120,7,
rollover,3121,23,
rollover,3122,5,
rollover,3123,6,
rollover,3124,12,
rollover,3125,3,
rollover,3126,6,
rollover,3127,5,
rollover,3128,5,
rollover,3129,6,
rollover,3130,7,
rollover,3131,16,
rollover,3132,7,
rollover,3133,7,
rollover,3134,6,
rollover,3135,22,
rollover,3136,5,
rollover,3137,6,
rollover,3138,6,
rollover,3139,6,
rollover,3140,7,
rollover,3141,5,
rollover,3142,6,
rollover,3143,17,
rollover,3144,7,
rollover,3145,6,
rollover,3146,8,
rollover,3147,7,
rollover,3148,8,
rollover,3149,21,
rollover,3150,21,
rollover,3151,16,
rollover,3152,14,
rollover,3153,7,
rollover,3154,6,
rollover,3155,7,
rollover,3156,20,
rollover,3157,7,
rollover,3158,14,
rollover,3159,7,
rollover,3160,6,
rollover,3161,15,
rollover,3162,21,
rollover,3163,20,
rollover,3164,6,
rollover,3165,20,
rollover,3166,7,
rollover,3167,5,
rollover,3168,8,
rollover,3169,34,
rollover,3170,8,
rollover,3171,7,
rollover,3172,7,
rollover,3173,7,
rollover,3174,6,
rollover,3175,7,
rollover,3176,15,
rollover,3177,13,
rollover,3178,14,
rollover,3179,9,
rollover,3180,6,
rollover,3181,6,
rollover,3182,7,
rollover,3183,6,
rollover,3184,7,
rollover,3185,8,
rollover,3186,24,
rollover,3187,20,
rollover,3188,6,
rollover,3189,7,
rollover,3190,6,
rollover,3191,14,
rollover,3192,14,
rollover,3193,5,
rollover,3194,16,
rollover,3195,19,
rollover,3196,7,
rollover,3197,6,
rollover,3198,22,
rollover,3199,21,
rollover,3200,7,
rollover,3201,15,
rollover,3202,29,
rollover,3203,3,
rollover,3204,7,
rollover,3205,6,
rollover,3206,6,
rollover,3207,6,
rollover,3208,7,
rollover,3209,17,
rollover,3210,6,
rollover,3211,7,
rollover,3212,7,
rollover,3213,23,
rollover,3214,6,
rollover,3215,8,
rollover,3216,6,
rollover,3217,7,
rollover,3218,31,
rollover,3219,20,
rollover,3220,7,
rollover,3221,15,
rollover,3222,20,
rollover,3223,22,
rollover,3224,7,
rollover,3225,6,
rollover,3226,6,
rollover,3227,10,
rollover,3228,6,
rollover,3229,7,
rollover,3230,22,
rollover,3231,6,
rollover,3232,11,
rollover,3233,29,
rollover,3234,9,
rollover,3235,7,
rollover,3236,9,
rollover,3237,9,
rollover,3238,6,
rollover,3239,25,
rollover,3240,7,
rollover,3241,23,
rollover,3242,7,
rollover,3243,7,
rollover,3244,7,
rollover,3245,6,
rollover,3246,13,
rollover,3247,7,
rollover,3248,19,
rollover,3249,7,
rollover,3250,6,
rollover,3251,6,
rollover,3252,3,
rollover,3253,8,
rollover,3254,7,
rollover,3255,6,
rollover,3256,7,
rollover,3257,8,
rollover,3258,8,
rollover,3259,9,
rollover,3260,12,
rollover,3261,6,
rollover,3262,13,
rollover,3263,6,
rollover,3264,7,
rollover,3265,11,
rollover,3266,9,
rollover,3267,6,
rollover,3268,37,
rollover,3269,7,
rollover,3270,6,
rollover,3271,6,
rollover,3272,28,
rollover,3273,11,
rollover,3274,17,
rollover,3275,7,
rollover,3276,9,
rollover,3277,7,
rollover,3278,6,
rollover,3279,5,
rollover,3280,6,
rollover,3281,18,
rollover,3282,39,
rollover,3283,10,
rollover,3284,7,
rollover,3285,6,
rollover,3286,7,
rollover,3287,5,
rollover,3288,6,
rollover,3289,12,
rollover,3290,31,
rollover,3291,6,
rollover,3292,8,
rollover,3293,12,
rollover,3294,8,
rollover,3295,9,
rollover,3296,7,
rollover,3297,11,
rollover,3298,6,
rollover,3299,8,
rollover,3300,8,
rollover,3301,14,
rollover,3302,21,
rollover,3303,7,
rollover,3304,7,
rollover,3305,6,
rollover,3306,7,
rollover,3307,5,
rollover,3308,6,
rollover,3309,18,
rollover,3310,42,
rollover,3311,7,
rollover,3312,6,
rollover,3313,11,
rollover,3314,10,
rollover,3315,19,
rollover,3316,6,
rollover,3317,5,
rollover,3318,6,
rollover,3319,7,
rollover,3320,8,
rollover,3321,6,
rollover,3322,8,
rollover,3323,30,
rollover,3324,14,
rollover,3325,8,
rollover,3326,11,
rollover,3327,7,
rollover,3328,7,
rollover,3329,7,
rollover,3330,10,
rollover,3331,9,
rollover,3332,6,
rollover,3333,4,
rollover,3334,8,
rollover,3335,7,
rollover,3336,16,
rollover,3337,6,
rollover,3338,6,
rollover,3339,9,
rollover,3340,7,
rollover,3341,7,
rollover,3342,19,
rollover,3343,6,
rollover,3344,7,
rollover,3345,5,
rollover,3346,6,
rollover,3347,9,
rollover,3348,6,
rollover,3349,17,
rollover,3350,19,
rollover,3351,13,
rollover,3352,7,
rollover,3353,6,
rollover,3354,12,
rollover,3355,4,
rollover,3356,5,
rollover,3357,8,
rollover,3358,10,
rollover,3359,6,
rollover,3360,7,
rollover,3361,20,
rollover,3362,21,
rollover,3363,7,
rollover,3364,13,
rollover,3365,19,
rollover,3366,8,
rollover,3367,8,
rollover,3368,7,
rollover,3369,9,
rollover,3370,11,
rollover,3371,8,
rollover,3372,22,
rollover,3373,18,
rollover,3374,8,
rollover,3375,6,
rollover,3376,6,
rollover,3377,7,
rollover,3378,6,
rollover,3379,8,
rollover,3380,13,
rollover,3381,6,
rollover,3382,7,
rollover,3383,6,
rollover,3384,8,
rollover,3385,6,
rollover,3386,6,
rollover,3387,5,
rollover,3388,7,
rollover,3389,7,
rollover,3390,8,
rollover,3391,8,
rollover,3392,7,
rollover,3393,14,
rollover,3394,6,
rollover,3395,7,
rollover,3396,6,
rollover,3397,7,
rollover,3398,20,
rollover,3399,7,
rollover,3400,21,
rollover,3401,7,
rollover,3402,7,
rollover,3403,14,
rollover,3404,14,
rollover,3405,7,
rollover,3406,21,
rollover,3407,8,
rollover,3408,11,
rollover,3409,7,
rollover,3410,6,
rollover,3411,13,
rollover,3412,10,
rollover,3413,9,
rollover,3414,7,
rollover,3415,7,
rollover,3416,6,
rollover,3417,7,
rollover,3418,7,
rollover,3419,21,
rollover,3420,8,
rollover,3421,7,
rollover,3422,52,
rollover,3423,4,
rollover,3424,6,
rollover,3425,23,
rollover,3426,8,
rollover,3427,6,
rollover,3428,22,
rollover,3429,7,
rollover,3430,5,
rollover,3431,3,
rollover,3432,19,
rollover,3433,11,
rollover,3434,6,
rollover,3435,7,
rollover,3436,6,
rollover,3437,10,
rollover,3438,6,
rollover,3439,6,
rollover,3440,13,
rollover,3441,6,
rollover,3442,8,
rollover,3443,7,
rollover,3444,7,
rollover,3445,4,
rollover,3446,6,
rollover,3447,6,
rollover,3448,6,
rollover,3449,21,
rollover,3450,7,
rollover,3451,7,
rollover,3452,6,
rollover,3453,3,
rollover,3454,8,
rollover,3455,7,
rollover,3456,7,
rollover,3457,7,
rollover,3458,8,
rollover,3459,7,
rollover,3460,5,
rollover,3461,8,
rollover,3462,15,
rollover,3463,12,
rollover,3464,7,
rollover,3465,5,
rollover,3466,7,
rollover,3467,6,
rollover,3468,7,
rollover,3469,13,
rollover,3470,7,
rollover,3471,8,
rollover,3472,21,
rollover,3473,7,
rollover,3474,5,
rollover,3475,6,
rollover,3476,12,
rollover,3477,3,
rollover,3478,24,
rollover,3479,5,
rollover,3480,6,
rollover,3481,7,
rollover,3482,8,
rollover,3483,21,
rollover,3484,16,
rollover,3485,8,
rollover,3486,6,
rollover,3487,5,
rollover,3488,28,
rollover,3489,6,
rollover,3490,14,
rollover,3491,7,
rollover,3492,19,
rollover,3493,6,
rollover,3494,7,
rollover,3495,26,
rollover,3496,24,
rollover,3497,22,
rollover,3498,18,
rollover,3499,7,
rollover,3500,19,
rollover,3501,19,
rollover,3502,7,
rollover,3503,8,
rollover,3504,20,
rollover,3505,7,
rollover,3506,9,
rollover,3507,7,
rollover,3508,6,
rollover,3509,9,
rollover,3510,5,
rollover,3511,12,
rollover,3512,6,
rollover,3513,10,
rollover,3514,7,
rollover,3515,7,
rollover,3516,13,
rollover,3517,6,
rollover,3518,46,
rollover,3519,18,
rollover,3520,7,
rollover,3521,7,
rollover,3522,5,
rollover,3523,20,
rollover,3524,29,
rollover,3525,15,
rollover,3526,8,
rollover,3527,7,
rollover,3528,6,
rollover,3529,15,
rollover,3530,7,
rollover,3531,19,
rollover,3532,7,
rollover,3533,6,
rollover,3534,6,
rollover,3535,7,
rollover,3536,5,
rollover,3537,23,
rollover,3538,6,
rollover,3539,6,
rollover,3540,9,
rollover,3541,3,
rollover,3542,7,
rollover,3543,4,
rollover,3544,15,
rollover,3545,3,
rollover,3546,13,
rollover,3547,6,
rollover,3548,7,
rollover,3549,20,
rollover,3550,13,
rollover,3551,6,
rollover,3552,10,
rollover,3553,21,
rollover,3554,6,
rollover,3555,9,
rollover,3556,9,
rollover,3557,6,
rollover,3558,8,
rollover,3559,13,
rollover,3560,7,
rollover,3561,6,
rollover,3562,6,
rollover,3563,11,
rollover,3564,6,
rollover,3565,7,
rollover,3566,17,
rollover,3567,7,
rollover,3568,8,
rollover,3569,18,
rollover,3570,7,
rollover,3571,7,
rollover,3572,14,
rollover,3573,12,
rollover,3574,31,
rollover,3575,6,
rollover,3576,7,
rollover,3577,6,
rollover,3578,19,
rollover,3579,21,
rollover,3580,20,
rollover,3581,5,
rollover,3582,6,
rollover,3583,4,
rollover,3584,21,
rollover,3585,5,
rollover,3586,9,
rollover,3587,19,
rollover,3588,21,
rollover,3589,7,
rollover,3590,7,
rollover,3591,6,
rollover,3592,23,
rollover,3593,20,
rollover,3594,6,
rollover,3595,7,
rollover,3596,7,
rollover,3597,5,
rollover,3598,16,
rollover,3599,7,
rollover,3600,18,
rollover,3601,7,
rollover,3602,30,
rollover,3603,6,
rollover,3604,7,
rollover,3605,7,
rollover,3606,10,
rollover,3607,8,
rollover,3608,7,
rollover,3609,6,
rollover,3610,6,
rollover,3611,21,
rollover,3612,6,
rollover,3613,6,
rollover,3614,6,
rollover,3615,7,
rollover,3616,6,
rollover,3617,7,
rollover,3618,6,
rollover,3619,7,
rollover,3620,21,
rollover,3621,6,
rollover,3622,20,
rollover,3623,8,
rollover,3624,6,
rollover,3625,6,
rollover,3626,5,
rollover,3627,24,
rollover,3628,22,
rollover,3629,7,
rollover,3630,7,
rollover,3631,8,
rollover,3632,7,
rollover,3633,12,
rollover,3634,17,
rollover,3635,6,
rollover,3636,7,
rollover,3637,7,
rollover,3638,32,
rollover,3639,5,
rollover,3640,7,
rollover,3641,7,
rollover,3642,20,
rollover,3643,7,
rollover,3644,14,
rollover,3645,8,
rollover,3646,6,
rollover,3647,5,
rollover,3648,9,
rollover,3649,12,
rollover,3650,10,
rollover,3651,7,
rollover,3652,10,
rollover,3653,20,
rollover,3654,10,
rollover,3655,6,
rollover,3656,6,
rollover,3657,6,
rollover,3658,6,
rollover,3659,7,
rollover,3660,20,
rollover,3661,12,
rollover,3662,23,
rollover,3663,5,
rollover,3664,8,
rollover,3665,3,
rollover,3666,8,
rollover,3667,7,
rollover,3668,10,
rollover,3669,8,
rollover,3670,8,
rollover,3671,6,
rollover,3672,6,
rollover,3673,5,
rollover,3674,5,
rollover,3675,6,
rollover,3676,5,
rollover,3677,7,
rollover,3678,7,
rollover,3679,6,
rollover,3680,7,
rollover,3681,7,
rollover,3682,24,
rollover,3683,6,
rollover,3684,6,
rollover,3685,7,
rollover,3686,6,
rollover,3687,30,
rollover,3688,22,
rollover,3689,7,
rollover,3690,16,
rollover,3691,7,
rollover,3692,5,
rollover,3693,7,
rollover,3694,9,
rollover,3695,8,
rollover,3696,8,
rollover,3697,7,
rollover,3698,7,
rollover,3699,6,
rollover,3700,4,
rollover,3701,17,
rollover,3702,23,
rollover,3703,13,
rollover,3704,20,
rollover,3705,18,
rollover,3706,6,
rollover,3707,6,
rollover,3708,6,
rollover,3709,5,
rollover,3710,14,
rollover,3711,13,
rollover,3712,5,
rollover,3713,6,
rollover,3714,6,
rollover,3715,13,
rollover,3716,20,
rollover,3717,14,
rollover,3718,11,
rollover,3719,8,
rollover,3720,6,
rollover,3721,6,
rollover,3722,13,
rollover,3723,23,
rollover,3724,7,
rollover,3725,8,
rollover,3726,7,
rollover,3727,20,
rollover,3728,5,
rollover,3729,23,
rollover,3730,7,
rollover,3731,8,
rollover,3732,10,
rollover,3733,7,
rollover,3734,6,
rollover,3735,7,
rollover,3736,7,
rollover,3737,8,
rollover,3738,6,
rollover,3739,24,
rollover,3740,6,
rollover,3741,7,
rollover,3742,6,
rollover,3743,12,
rollover,3744,11,
rollover,3745,19,
rollover,3746,5,
rollover,3747,22,
rollover,3748,6,
rollover,3749,7,
rollover,3750,10,
rollover,3751,18,
rollover,3752,6,
rollover,3753,7,
rollover,3754,8,
rollover,3755,8,
rollover,3756,12,
rollover,3757,8,
rollover,3758,25,
rollover,3759,14,
rollover,3760,14,
rollover,3761,24,
rollover,3762,6,
rollover,3763,9,
rollover,3764,19,
rollover,3765,7,
rollover,3766,7,
rollover,3767,5,
rollover,3768,22,
rollover,3769,6,
rollover,3770,6,
rollover,3771,7,
rollover,3772,7,
rollover,3773,13,
rollover,3774,19,
rollover,3775,15,
rollover,3776,6,
rollover,3777,7,
rollover,3778,23,
rollover,3779,24,
rollover,3780,6,
rollover,3781,8,
rollover,3782,9,
rollover,3783,7,
rollover,3784,9,
rollover,3785,6,
rollover,3786,8,
rollover,3787,7,
rollover,3788,21,
rollover,3789,14,
rollover,3790,6,
rollover,3791,4,
rollover,3792,5,
rollover,3793,8,
rollover,3794,12,
rollover,3795,7,
rollover,3796,23,
rollover,3797,7,
rollover,3798,10,
rollover,3799,6,
rollover,3800,6,
rollover,3801,5,
rollover,3802,24,
rollover,3803,7,
rollover,3804,10,
rollover,3805,7,
rollover,3806,9,
rollover,3807,6,
rollover,3808,8,
rollover,3809,7,
rollover,3810,8,
rollover,3811,7,
rollover,3812,7,
rollover,3813,6,
rollover,3814,12,
rollover,3815,22,
rollover,3816,7,
rollover,3817,6,
rollover,3818,8,
rollover,3819,6,
rollover,3820,18,
rollover,3821,7,
rollover,3822,12,
rollover,3823,7,
rollover,3824,25,
rollover,3825,6,
rollover,3826,10,
rollover,3827,7,
rollover,3828,24,
rollover,3829,22,
rollover,3830,7,
rollover,3831,6,
rollover,3832,6,
rollover,3833,21,
rollover,3834,9,
rollover,3835,7,
rollover,3836,19,
rollover,3837,13,
rollover,3838,25,
rollover,3839,8,
rollover,3840,7,
rollover,3841,21,
rollover,3842,8,
rollover,3843,6,
rollover,3844,7,
rollover,3845,6,
rollover,3846,7,
rollover,3847,11,
rollover,3848,7,
rollover,3849,5,
rollover,3850,13,
rollover,3851,5,
rollover,3852,7,
rollover,3853,6,
rollover,3854,8,
rollover,3855,11,
rollover,3856,7,
rollover,3857,22,
rollover,3858,7,
rollover,3859,7,
rollover,3860,7,
rollover,3861,21,
rollover,3862,11,
rollover,3863,7,
rollover,3864,13,
rollover,3865,17,
rollover,3866,6,
rollover,3867,7,
rollover,3868,34,
rollover,3869,9,
rollover,3870,9,
rollover,3871,7,
rollover,3872,22,
rollover,3873,6,
rollover,3874,9,
rollover,3875,6,
rollover,3876,10,
rollover,3877,8,
rollover,3878,10,
rollover,3879,7,
rollover,3880,6,
rollover,3881,6,
rollover,3882,23,
rollover,3883,6,
rollover,3884,7,
rollover,3885,11,
rollover,3886,7,
rollover,3887,6,
rollover,3888,7,
rollover,3889,29,
rollover,3890,7,
rollover,3891,7,
rollover,3892,13,
rollover,3893,7,
rollover,3894,7,
rollover,3895,6,
rollover,3896,7,
rollover,3897,14,
rollover,3898,13,
rollover,3899,5,
rollover,3900,11,
rollover,3901,7,
rollover,3902,6,
rollover,3903,6,
rollover,3904,21,
rollover,3905,6,
rollover,3906,25,
rollover,3907,6,
rollover,3908,9,
rollover,3909,6,
rollover,3910,7,
rollover,3911,21,
rollover,3912,21,
rollover,3913,14,
rollover,3914,5,
rollover,3915,18,
rollover,3916,3,
rollover,3917,6,
rollover,3918,22,
rollover,3919,15,
rollover,3920,9,
rollover,3921,21,
rollover,3922,13,
rollover,3923,6,
rollover,3924,6,
rollover,3925,27,
rollover,3926,11,
rollover,3927,21,
rollover,3928,22,
rollover,3929,21,
rollover,3930,6,
rollover,3931,7,
rollover,3932,13,
rollover,3933,8,
rollover,3934,11,
rollover,3935,7,
rollover,3936,8,
rollover,3937,6,
rollover,3938,6,
rollover,3939,26,
rollover,3940,14,
rollover,3941,6,
rollover,3942,14,
rollover,3943,7,
rollover,3944,7,
rollover,3945,6,
rollover,3946,8,
rollover,3947,7,
rollover,3948,13,
rollover,3949,6,
rollover,3950,6,
rollover,3951,6,
rollover,3952,6,
rollover,3953,8,
rollover,3954,8,
rollover,3955,20,
rollover,3956,14,
rollover,3957,7,
rollover,3958,6,
rollover,3959,6,
rollover,3960,10,
rollover,3961,11,
rollover,3962,7,
rollover,3963,7,
rollover,3964,7,
rollover,3965,8,
rollover,3966,7,
rollover,3967,7,
rollover,3968,3,
rollover,3969,10,
rollover,3970,6,
rollover,3971,7,
rollover,3972,8,
rollover,3973,36,
rollover,3974,24,
rollover,3975,7,
rollover,3976,14,
rollover,3977,10,
rollover,3978,6,
rollover,3979,7,
rollover,3980,20,
rollover,3981,4,
rollover,3982,17,
rollover,3983,7,
rollover,3984,4,
rollover,3985,7,
rollover,3986,8,
rollover,3987,7,
rollover,3988,10,
rollover,3989,14,
rollover,3990,13,
rollover,3991,6,
rollover,3992,5,
rollover,3993,10,
rollover,3994,36,
rollover,3995,11,
rollover,3996,7,
rollover,3997,9,
rollover,3998,6,
rollover,3999,6,
rollover,4000,4,
rollover,4001,7,
rollover,4002,18,
rollover,4003,10,
rollover,4004,7,
rollover,4005,20,
rollover,4006,7,
rollover,4007,7,
rollover,4008,21,
rollover,4009,11,
rollover,4010,6,
rollover,4011,6,
rollover,4012,6,
rollover,4013,3,
rollover,4014,14,
rollover,4015,7,
rollover,4016,6,
rollover,4017,6,
rollover,4018,6,
rollover,4019,25,
rollover,4020,16,
rollover,4021,32,
rollover,4022,7,
rollover,4023,3,
rollover,4024,12,
rollover,4025,13,
rollover,4026,21,
rollover,4027,7,
rollover,4028,6,
rollover,4029,8,
rollover,4030,20,
rollover,4031,7,
rollover,4032,7,
rollover,4033,15,
rollover,4034,7,
rollover,4035,19,
rollover,4036,6,
rollover,4037,24,
rollover,4038,7,
rollover,4039,14,
rollover,4040,7,
rollover,4041,6,
rollover,4042,7,
rollover,4043,12,
rollover,4044,8,
rollover,4045,15,
rollover,4046,6,
rollover,4047,7,
rollover,4048,6,
rollover,4049,7,
rollover,4050,7,
rollover,4051,23,
rollover,4052,7,
rollover,4053,7,
rollover,4054,7,
rollover,4055,8,
rollover,4056,6,
rollover,4057,10,
rollover,4058,8,
rollover,4059,6,
rollover,4060,6,
rollover,4061,6,
rollover,4062,38,
rollover,4063,19,
rollover,4064,15,
rollover,4065,7,
rollover,4066,21,
rollover,4067,23,
rollover,4068,6,
rollover,4069,6,
rollover,4070,22,
rollover,4071,8,
rollover,4072,12,
rollover,4073,7,
rollover,4074,8,
rollover,4075,7,
rollover,4076,7,
rollover,4077,12,
rollover,4078,20,
rollover,4079,12,
rollover,4080,10,
rollover,4081,8,
rollover,4082,6,
rollover,4083,6,
rollover,4084,8,
rollover,4085,7,
rollover,4086,7,
rollover,4087,13,
rollover,4088,7,
rollover,4089,13,
rollover,4090,7,
rollover,4091,16,
rollover,4092,12,
rollover,4093,22,
rollover,4094,7,
rollover,4095,7,
rollover,4096,6,
rollover,4097,6,
rollover,4098,8,
rollover,4099,6,
rollover,4100,8,
rollover,4101,14,
rollover,4102,12,
rollover,4103,6,
rollover,4104,7,
rollover,4105,13,
rollover,4106,19,
rollover,4107,5,
rollover,4108,9,
rollover,4109,6,
rollover,4110,6,
rollover,4111,19,
rollover,4112,7,
rollover,4113,12,
rollover,4114,6,
rollover,4115,7,
rollover,4116,10,
rollover,4117,8,
rollover,4118,7,
rollover,4119,24,
rollover,4120,7,
rollover,4121,14,
rollover,4122,5,
rollover,4123,7,
rollover,4124,6,
rollover,4125,7,
rollover,4126,22,
rollover,4127,19,
rollover,4128,15,
rollover,4129,6,
rollover,4130,9,
rollover,4131,6,
rollover,4132,10,
rollover,4133,15,
rollover,4134,7,
rollover,4135,16,
rollover,4136,19,
rollover,4137,3,
rollover,4138,7,
rollover,4139,9,
rollover,4140,6,
rollover,4141,14,
rollover,4142,6,
rollover,4143,23,
rollover,4144,8,
rollover,4145,6,
rollover,4146,6,
rollover,4147,7,
rollover,4148,23,
rollover,4149,21,
rollover,4150,15,
rollover,4151,13,
rollover,4152,5,
rollover,4153,6,
rollover,4154,43,
rollover,4155,9,
rollover,4156,8,
rollover,4157,7,
rollover,4158,5,
rollover,4159,7,
rollover,4160,7,
rollover,4161,7,
rollover,4162,7,
rollover,4163,6,
rollover,4164,8,
rollover,4165,7,
rollover,4166,10,
rollover,4167,8,
rollover,4168,19,
rollover,4169,4,
rollover,4170,7,
rollover,4171,7,
rollover,4172,6,
rollover,4173,6,
rollover,4174,8,
rollover,4175,14,
rollover,4176,23,
rollover,4177,8,
rollover,4178,8,
rollover,4179,8,
rollover,4180,5,
rollover,4181,21,
rollover,4182,7,
rollover,4183,18,
rollover,4184,20,
rollover,4185,11,
rollover,4186,6,
rollover,4187,6,
rollover,4188,16,
rollover,4189,13,
rollover,4190,7,
rollover,4191,7,
rollover,4192,7,
rollover,4193,6,
rollover,4194,6,
rollover,4195,14,
rollover,4196,20,
rollover,4197,7,
rollover,4198,20,
rollover,4199,7,
rollover,4200,6,
rollover,4201,7,
rollover,4202,20,
rollover,4203,21,
rollover,4204,7,
rollover,4205,10,
rollover,4206,10,
rollover,4207,6,
rollover,4208,6,
rollover,4209,6,
rollover,4210,7,
rollover,4211,7,
rollover,4212,7,
rollover,4213,7,
rollover,4214,14,
rollover,4215,6,
rollover,4216,6,
rollover,4217,19,
rollover,4218,6,
rollover,4219,8,
rollover,4220,7,
rollover,4221,8,
rollover,4222,23,
rollover,4223,11,
rollover,4224,11,
rollover,4225,7,
rollover,4226,7,
rollover,4227,7,
rollover,4228,6,
rollover,4229,10,
rollover,4230,19,
rollover,4231,4,
rollover,4232,10,
rollover,4233,7,
rollover,4234,6,
rollover,4235,7,
rollover,4236,7,
rollover,4237,21,
rollover,4238,7,
rollover,4239,11,
rollover,4240,7,
rollover,4241,21,
rollover,4242,6,
rollover,4243,6,
rollover,4244,6,
rollover,4245,20,
rollover,4246,6,
rollover,4247,6,
rollover,4248,9,
rollover,4249,5,
rollover,4250,37,
rollover,4251,24,
rollover,4252,7,
rollover,4253,18,
rollover,4254,23,
rollover,4255,7,
rollover,4256,14,
rollover,4257,10,
rollover,4258,7,
rollover,4259,6,
rollover,4260,7,
rollover,4261,6,
rollover,4262,35,
rollover,4263,15,
rollover,4264,5,
rollover,4265,13,
rollover,4266,6,
rollover,4267,5,
rollover,4268,23,
rollover,4269,38,
rollover,4270,15,
rollover,4271,7,
rollover,4272,7,
rollover,4273,5,
rollover,4274,7,
rollover,4275,6,
rollover,4276,23,
rollover,4277,13,
rollover,4278,14,
rollover,4279,9,
rollover,4280,6,
rollover,4281,6,
rollover,4282,19,
rollover,4283,23,
rollover,4284,21,
rollover,4285,6,
rollover,4286,7,
